stop_id,stop_name,stop_lat,stop_lon
45_2,J. SOAS (Royal Regalia),0.0,0.0
45_3,J. SOAS (Royal Regalia),0.0,0.0
45_4,Sumbiling (Fire & Rescue),0.0,0.0
45_5,J. RIPAS - Sumbiling,0.0,0.0
45_6,J. RIPAS (Mahkamah (Court)),0.0,0.0
45_7,J. RIPAS (KUPUSB/Mile 1-Batu 1),0.0,0.0
45_8,J. RIPAS (Sri Complex/KUPUSB),0.0,0.0
45_9,J. RIPAS (Opp Shell Tumasek),0.0,0.0
45_10,J. RIPAS (Istana Nurul Iman),0.0,0.0
45_11,Taman Damuan,0.0,0.0
45_12,Taman Damuan,0.0,0.0
45_13,J. Tutong (Opp SR Bendahara Sakam Bunut),0.0,0.0
45_14,J. Tutong (Spg 625),0.0,0.0
45_15,J. Tutong (Masjid Kg Bunut),0.0,0.0
45_16,J. Mulaut/Limau Manis (Masjid DPM Abdul Mateen),0.0,0.0
45_17,J. Mulaut (Ban 4),0.0,0.0
45_18,J. Mulaut/Limau Manis (Spg 285),0.0,0.0
45_19,J. Pasai 1 (Ban 3),0.0,0.0
45_20,J. Tutong (Kg Pasai),0.0,0.0
45_21,J. Tutong (SR Sengkurong),0.0,0.0
45_22,J. Tutong (Hua Ho/Masjid Sengkurong),0.0,0.0
45_23,J. Tutong (Hua Ho Tg Bunut),0.0,0.0
45_24,J. Tutong (Opp Spg 1116 / 1206),0.0,0.0
45_25,J. Tutong (Kg Kilanas / Ban 3),0.0,0.0
45_26,J. Tutong (Nusa Laila),0.0,0.0
45_27,J. Tutong (Spg 729 / 803),0.0,0.0
45_28,J. Tutong (Home Centre),0.0,0.0
45_29,J. Tutong (SR Bendahara Sakam Bunut),0.0,0.0
45_30,J. Tutong (Spg 774),0.0,0.0
49_1,BSB Bus Terminal,0.0,0.0
49_2,J. SOAS (Royal Regalia),0.0,0.0
49_3,J. SOAS (Royal Regalia),0.0,0.0
49_4,Sumbiling (Fire & Rescue),0.0,0.0
49_5,J. RIPAS - Sumbiling,0.0,0.0
49_6,J. RIPAS (Mahkamah (Court)),0.0,0.0
49_7,J. RIPAS (Mile 1 - Batu 1),0.0,0.0
49_8,J. RIPAS (Sri Complex),0.0,0.0
49_9,J. RIPAS (Opp KUPUSB),0.0,0.0
49_10,J. RIPAS (KUPUSB),0.0,0.0
49_11,J. RIPAS (Istana Nurul Iman),0.0,0.0
49_12,Taman Damuan,0.0,0.0
49_13,Taman Damuan,0.0,0.0
49_14,J. Tutong (Opp SR Bendahara Sakam Bunut),0.0,0.0
49_15,J. Tutong (Spg 625),0.0,0.0
49_16,J. Ban 5,0.0,0.0
49_17,J. Ban 1,0.0,0.0
49_18,J. Ban 6,0.0,0.0
49_19,Mulaut Abattoir,0.0,0.0
49_20,J. Ban 2,0.0,0.0
49_21,J. Mulaut Limau Manis (Spg 238),0.0,0.0
49_22,J. Mulaut Limau Manis (Spg Ban 4),0.0,0.0
49_23,Hua Ho Mulaut,0.0,0.0
49_24,J. Ban 3 Mulaut (Spg Ban 3-A),0.0,0.0
49_25,J. Mulaut Limau Manis (Spg Bebatik Kilanas),0.0,0.0
49_26,J. Tutong (Spg Ban 3),0.0,0.0
49_27,J. Tutong (Spg Kg Kilanas-Bebatik),0.0,0.0
49_28,J. Tutong (Spg 729),0.0,0.0
49_29,J. Tutong (Opp Spg 993),0.0,0.0
49_30,J. Tutong (SR Bendahara Sakam Bunut),0.0,0.0
55_1,BSB Bus Terminal,0.0,0.0
55_2,J. Kianggeh (Terrace / Radisson),0.0,0.0
55_3,J. Kianggeh (Terrace / Radisson),0.0,0.0
55_4,J. Simpang (SOAS),0.0,0.0
55_5,J. Simpang (SOAS),0.0,0.0
55_6,J. Kumbang Pasang (STPRI),0.0,0.0
55_7,J. Kumbang Pasang (STPRI),0.0,0.0
55_8,J. Gadong (Riverview/Shell Gadong/NBT),0.0,0.0
55_9,J. Gadong (Jerambak/Riverview),0.0,0.0
55_10,J. Gadong (Nyonya Restaurant),0.0,0.0
55_11,J. Gadong (NBT / Shell Menglait),0.0,0.0
55_12,J. Gadong (Police HQ),0.0,0.0
55_13,J. Gadong (Traffic Light Gadong),0.0,0.0
55_14,J. Gadong (Supasave / JPD),0.0,0.0
55_15,J. Gadong (Police HQ),0.0,0.0
55_16,J. Gadong (Beribi Industry/BINA),0.0,0.0
55_17,J. Gadong (Kompleks Warisan Mata2),0.0,0.0
55_18,J. Gadong (Spg 456/471/502/540),0.0,0.0
55_19,J. Gadong (S. Ugama Beribi),0.0,0.0
55_20,J. Gadong (Opp. Sunshine Sch),0.0,0.0
55_21,J. Gadong (Sunshine Sch.),0.0,0.0
55_22,J. Gadong (Opp. Masjid Jubli Perak),0.0,0.0
55_23,J. Gadong (Masjid Jubli Perak),0.0,0.0
55_24,J. Gadong (Spg 884/Gerai Jangsak),0.0,0.0
55_25,Pasar Jerudong (Market),0.0,0.0
55_26,J. Jerudong (Asma Hotel),0.0,0.0
55_27,J. Jerudong (Asma Hotel),0.0,0.0
55_28,J. Jerudong (Holiday Lodge),0.0,0.0
55_29,J. Jerudong (Masjid Al Ameerah/H. Lodge),0.0,0.0
55_30,J. Jerudong (Masjid Al Ameerah),0.0,0.0
55_31,Jerudong Park (Crystal),0.0,0.0
55_32,Jerudong Park (Crystal),0.0,0.0
55_33,J. Jerudong (Park Garden),0.0,0.0
55_34,J. Jerudong (Jeruton / HSBC),0.0,0.0
55_35,J. Jerudong (Spg 570 / Park Garden),0.0,0.0
55_36,J. Jerudong (SR Bakti Dewa),0.0,0.0
55_37,J. Jerudong (Opp. HSBC / Jeruton),0.0,0.0
55_38,J. Jerudong (SR Bakti Dewa),0.0,0.0
55_39,J. Jerudong (Spg 7 / PWD / 166),0.0,0.0
55_40,J. Jerudong (Spg 166 / 100 / 60 / 8),0.0,0.0
55_41,J. Tutong (SR Sengkurong),0.0,0.0
55_42,J. Tutong (Hua Ho Sengkurong),0.0,0.0
55_43,J. Tutong (Nusa Laila),0.0,0.0
55_44,J. Tutong (Sengkurong Health Centre),0.0,0.0
55_45,J. Tutong (Hua Ho Tg Bunut),0.0,0.0
55_46,J. Tutong (Agriculture RC),0.0,0.0
55_47,J. Tutong (Spg to Ban 3 / 1244),0.0,0.0
55_48,J. Gadong (Opp Hua Ho Tg Bunut),0.0,0.0
56_1,BSB Bus Terminal,0.0,0.0
56_2,J. SOAS (Royal Regalia),0.0,0.0
56_3,J. SOAS (Royal Regalia),0.0,0.0
56_4,Sumbiling (Fire & Rescue),0.0,0.0
56_5,J. RIPAS (Mile 1-Batu 1),0.0,0.0
56_6,J. RIPAS (Mahkamah (Court)),0.0,0.0
56_7,J. RIPAS (Shell Tumasek/KUPUSB),0.0,0.0
56_8,J. RIPAS (Sri Complex / KUPUSB),0.0,0.0
56_9,J. RIPAS (Opp Taman Damuan),0.0,0.0
56_10,J. RIPAS (Spg 153 / 237),0.0,0.0
56_11,J. RIPAS (Opp Spg 444/285),0.0,0.0
56_12,J. RIPAS (Istana Nurul Iman),0.0,0.0
56_13,J. RIPAS (Chuchu Plaza),0.0,0.0
56_14,Taman Damuan,0.0,0.0
56_15,J. RIPAS (Spg 402),0.0,0.0
56_16,J. Tutong (National Inn/Tmn Puri),0.0,0.0
56_17,J. Tutong (Kg Telanai),0.0,0.0
56_18,J. Tutong (Spg 774),0.0,0.0
56_19,J. Tutong (Opp Tmn Puri/National Inn),0.0,0.0
56_20,J. Tutong (Spg 728),0.0,0.0
56_21,J. Tutong (Spg J. Hj Halus),0.0,0.0
56_22,Kg Lugu,0.0,0.0
56_23,J. Katimahar (Kg Katimahar),0.0,0.0
56_24,J. Katimahar (SR Katimahar),0.0,0.0
56_25,J. Tutong (Shell SATENAGA),0.0,0.0
56_26,J. Katimahar (Masjid Kg Katimahar),0.0,0.0
56_27,J. Tutong (Sengkurong Library),0.0,0.0
56_28,J. Tutong (Shell SATENAGA/Spg 1737),0.0,0.0
56_29,J. Tutong (Hua Ho/Masjid Sengkurong),0.0,0.0
56_30,J. Tutong (SR Sengkurong),0.0,0.0
56_31,J. Tutong (Sengkurong Health Centre),0.0,0.0
56_32,J. Tutong (Opp Agriculture RC),0.0,0.0
56_33,J. Tutong (Agriculture RC),0.0,0.0
56_34,J. Tutong (Hua Ho Tg Bunut),0.0,0.0
56_35,J. Tutong (Opp Hua Ho Tg Bunut),0.0,0.0
56_36,J. Tutong (Spg 993/1109/1023/Spg Ban 3),0.0,0.0
56_37,J. Tutong (Opp Spg 993 / 1038),0.0,0.0
56_38,J. Tutong (Spg 729/735/759/779/803),0.0,0.0
56_39,J. Tutong (Spg 1116 / 1026),0.0,0.0
56_40,J. Tutong (SR Bendahara Sakam Bunut),0.0,0.0
56_41,J. Tutong (Spg J. Dadap),0.0,0.0
57_1,BSB Bus Terminal,0.0,0.0
57_2,J. SOAS (Royal Regalia),0.0,0.0
57_3,J. SOAS (Royal Regalia),0.0,0.0
57_4,Sumbiling (Fire & Rescue),0.0,0.0
57_5,J. RIPAS - Sumbiling,0.0,0.0
57_6,J. RIPAS (Mahkamah (Court)),0.0,0.0
57_7,J. RIPAS Via SHB Highway,0.0,0.0
57_8,Kompleks Kiarong (Via SHB Highway),0.0,0.0
57_9,Kompleks Kiarong,0.0,0.0
57_10,J. Dato Ratna Kiarong (SR Kiarong),0.0,0.0
57_11,J. Dato Ratna Kiarong (SR Kiarong),0.0,0.0
57_12,J. Perindustrian Beribi (Sumbangsih & GHK),0.0,0.0
57_13,J. Perindustrian Beribi,0.0,0.0
57_14,J. Gadong (Beribi Industry/BINA),0.0,0.0
57_15,J. Gadong (S. Ugama Beribi),0.0,0.0
57_16,PTE Katok/Kg Katok B/Kg Mata-Mata,0.0,0.0
57_17,Kg Mata2/Katok B/PTE Katok,0.0,0.0
57_18,J. Tungku,0.0,0.0
57_19,Pasar Jerudong (Market),0.0,0.0
57_20,Empire Hotel,0.0,0.0
57_21,Empire Hotel,0.0,0.0
57_22,Pantai Tungku,0.0,0.0
57_23,Bukit Shahbandar,0.0,0.0
57_24,JIS / UBD / ITB,0.0,0.0
57_25,UBD / ITB / JIS,0.0,0.0
57_26,RPN Kg Rimba (J. 3 - SR Rimba2),0.0,0.0
57_27,RPN Kg Rimba (J. 3 - SR Rimba2),0.0,0.0
57_28,RPN Kg Rimba (J. 99 / 2 / 60 / Giant),0.0,0.0
57_29,RPN Kg Rimba (J. 60 / 2 / 99 / Giant),0.0,0.0
57_30,RPN Kg Rimba (SM Rimba 1-Gerai Aneka),0.0,0.0
57_31,RPN Kg Rimba (Gerai Aneka-SM Rimba 1),0.0,0.0
57_32,J. Penghubung Rimba (DeRimba),0.0,0.0
57_33,J. Penghubung Rimba (DeRimba),0.0,0.0
57_34,J. Penghubung Rimba (Spg 51/Armada/82),0.0,0.0
57_35,J. Penghubung Rimba (Spg 82/51/Armada),0.0,0.0
57_36,J. Tungku,0.0,0.0
58_1,BSB Bus Terminal,0.0,0.0
58_2,J. Kianggeh (Terrace / Radisson),0.0,0.0
58_3,J. Kianggeh (SM Chung Hwa),0.0,0.0
58_4,J. Simpang (SOAS),0.0,0.0
58_5,J. Kianggeh (Terrace / Radisson),0.0,0.0
58_6,J. Kumbang Pasang (STPRI),0.0,0.0
58_7,J. Simpang (SOAS),0.0,0.0
58_8,J. Gadong (Riverview/Shell Gadong/NBT),0.0,0.0
58_9,J. Kumbang Pasang (STPRI),0.0,0.0
58_10,J. Gadong (Nyonya Restaurant),0.0,0.0
58_11,J. Gadong (Jerambak / Riverview),0.0,0.0
58_12,J. Tungku (Narcotic CB),0.0,0.0
58_13,J. Gadong (K.Warisan Mata2/Traffic Lt Gadong/Shell Menglait),0.0,0.0
58_14,J. Tungku,0.0,0.0
58_15,J. Tungku,0.0,0.0
58_16,J. Penghubung Rimba (Spg 82 / 51 / Armada),0.0,0.0
58_17,J. Penghubung Rimba (Spg 51 / Armada / 82),0.0,0.0
58_18,J. Penghubung Rimba (DeRimba),0.0,0.0
58_19,J. Penghubung Rimba (DeRimba),0.0,0.0
58_20,Pasar Jerudong (Market),0.0,0.0
58_21,Empire Hotel,0.0,0.0
58_22,Empire Hotel,0.0,0.0
58_23,Pantai Tungku,0.0,0.0
58_24,Bukit Shahbandar,0.0,0.0
58_25,JIS,0.0,0.0
58_26,JIS,0.0,0.0
58_27,UBD (Hostel / Core),0.0,0.0
58_28,UBD (Core / Hostel),0.0,0.0
58_29,ITB,0.0,0.0
58_30,ITB,0.0,0.0
58_31,UBD Library,0.0,0.0
58_32,UBD Library,0.0,0.0
58_33,RPN Kg Rimba (J. 3 - SR Rimba2),0.0,0.0
58_34,RPN Kg Rimba (J. 3 - SR Rimba2),0.0,0.0
58_35,RPN Kg Rimba (Jln 99 / 2 / 60 / Giant),0.0,0.0
58_36,RPN Kg Rimba (Jln 60 / 2 / 99 / Giant),0.0,0.0
58_37,RPN Kg Rimba (SM Rimba 1/Gerai Aneka),0.0,0.0
58_38,RPN Kg Rimba (Gerai Aneka/SM Rimba 1),0.0,0.0
